id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
785	de la haye (2017)	"<table><tr><td>Authors:</td><td>de la haye, kayla; embree, joshua; punkay, marc; espelage, dorothy l.; tucker, joan s.; green, harold d., jr.</td></tr><tr><td>Title:</td><td>analytic strategies for longitudinal networks with missing data</td></tr><tr><td>Source:</td><td>social networks, 50, 17-25</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.02.001	0.0331	0.1595	14	14	18	0.6795	2017	18	0.6795
786	lazega (2017)	"<table><tr><td>Authors:</td><td>lazega, emmanuel; quintane, eric; casenaz, sandrine</td></tr><tr><td>Title:</td><td>collegial oligarchy and networks of normative alignments in transnational institution building</td></tr><tr><td>Source:</td><td>social networks, 48, 10-22</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2016.08.002	0.3537	0.6245	22	2	18	0.6795	2017	18	0.6795
787	david (2016)	"<table><tr><td>Authors:</td><td>david, beata; huszti, eva; barna, ildiko; fu, yang-chih</td></tr><tr><td>Title:</td><td>egocentric contact networks in comparison: taiwan and hungary</td></tr><tr><td>Source:</td><td>social networks, 44, 253-265</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.10.001	1.0224	-0.2667	12	18	18	0.6043	2016	18	0.6043
788	wang (2016c)	"<table><tr><td>Authors:</td><td>wang, shanfeng; gong, maoguo; du, haifeng; ma, lijia; miao, qiguang; du, wei</td></tr><tr><td>Title:</td><td>optimizing dynamical changes of structural balance in signed network based on memetic algorithm</td></tr><tr><td>Source:</td><td>social networks, 44, 64-73</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.06.004	-0.3227	0.7891	19	5	18	0.6043	2016	18	0.6043
789	bonacich (2015)	"<table><tr><td>Authors:</td><td>bonacich, phillip; lloyd, paulette</td></tr><tr><td>Title:</td><td>eigenvector centrality and structural zeroes and ones: when is a neighbor not a neighbor?</td></tr><tr><td>Source:</td><td>social networks, 43, 86-90</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.04.006	-1.0426	0.3587	6	5	18	0.4586	2015	18	0.4586
790	shore (2015)	"<table><tr><td>Authors:</td><td>shore, jesse; lubin, benjamin</td></tr><tr><td>Title:</td><td>spectral goodness of fit for network models</td></tr><tr><td>Source:</td><td>social networks, 43, 16-27</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.04.004	-0.6802	0.2466	8	3	18	0.4586	2015	18	0.4586
791	vigliotti (2015)	"<table><tr><td>Authors:</td><td>vigliotti, maria grazia; hankin, chris</td></tr><tr><td>Title:</td><td>discovery of anomalous behaviour in temporal networks</td></tr><tr><td>Source:</td><td>social networks, 41, 18-25</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.12.001	0.072	1.2561	4	1	18	0.4586	2015	18	0.4586
792	breiger (2014)	"<table><tr><td>Authors:</td><td>breiger, ronald l.; schoon, eric; melamed, david; asal, victor; rethemeyer, r. karl</td></tr><tr><td>Title:</td><td>comparative configurational analysis as a two-mode network problem: a study of terrorist group engagement in the drug trade</td></tr><tr><td>Source:</td><td>social networks, 36, 23-39</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.04.002	-0.2463	0.0839	27	12	18	0.3655	2014	18	0.3655
793	friemel (2012)	"<table><tr><td>Authors:</td><td>friemel, thomas n.</td></tr><tr><td>Title:</td><td>network dynamics of television use in school classes</td></tr><tr><td>Source:</td><td>social networks, 34(3), 346-358</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.socnet.2011.08.002	0.198	0.3053	4	4	18	0.3273	2012	18	0.3273
794	lee (2011)	"<table><tr><td>Authors:</td><td>lee, conrad; scherngell, thomas; barber, michael j.</td></tr><tr><td>Title:</td><td>investigating an online social network using spatial interaction models</td></tr><tr><td>Source:</td><td>social networks, 33(2), 129-133</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.socnet.2010.11.002	0.138	-0.2373	13	1	18	0.4235	2011	18	0.4235
795	faust (2008)	"<table><tr><td>Authors:</td><td>faust, katherine</td></tr><tr><td>Title:</td><td>triadic configurations in limited choice sociometric networks: empirical and theoretical results</td></tr><tr><td>Source:</td><td>social networks, 30(4), 273-282</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.socnet.2008.04.002	-0.3407	-0.0715	7	12	18	0.202	2008	18	0.202
796	mann (2008)	"<table><tr><td>Authors:</td><td>mann, charles f.; matula, david w.; olinick, eli v.</td></tr><tr><td>Title:</td><td>the use of sparsest cuts to reveal the hierarchical community structure of social networks</td></tr><tr><td>Source:</td><td>social networks, 30(3), 223-234</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.socnet.2008.03.004	-0.9886	0.1216	10	2	18	0.202	2008	18	0.202
797	marx (2003)	"<table><tr><td>Authors:</td><td>marx, m; masuch, m</td></tr><tr><td>Title:</td><td>regular equivalence and dynamic logic</td></tr><tr><td>Source:</td><td>social networks, 25(1), 51-65</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"	https://doi.org/10.1016/s0378-8733(02)00036-9	-1.2279	-0.6005	1	5	18	0.0896	2003	18	0.0896
798	hlebec (2001)	"<table><tr><td>Authors:</td><td>hlebec, v; ferligoj, a</td></tr><tr><td>Title:</td><td>respondent mood and the instability of survey network measurements</td></tr><tr><td>Source:</td><td>social networks, 23(2), 125-139</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/10.1016/s0378-8733(01)00037-5	0.4768	-0.4894	11	5	18	0.1521	2001	18	0.1521
799	borgatti (1992b)	"<table><tr><td>Authors:</td><td>borgatti, sp; everett, mg</td></tr><tr><td>Title:</td><td>graph colorings and power in experimental exchange networks</td></tr><tr><td>Source:</td><td>social networks, 14(3-4), 287-308</td></tr><tr><td>Year:</td><td>1992</td></tr></table>"	https://doi.org/10.1016/0378-8733(92)90006-s	-1.1597	-0.2406	1	5	18	0.3849	1992	18	0.3849
800	johnson (1989)	"<table><tr><td>Authors:</td><td>johnson, jc; boster, js; holbert, d</td></tr><tr><td>Title:</td><td>estimating relational attributes from snowball samples through simulation</td></tr><tr><td>Source:</td><td>social networks, 11(2), 135-158</td></tr><tr><td>Year:</td><td>1989</td></tr></table>"	https://doi.org/10.1016/0378-8733(89)90009-9	0.228	-0.3931	13	6	18	0.1782	1989	18	0.1782
801	everett (1982)	"<table><tr><td>Authors:</td><td>everett, mg</td></tr><tr><td>Title:</td><td>a graph theoretic blocking procedure for social networks</td></tr><tr><td>Source:</td><td>social networks, 4(2), 147-167</td></tr><tr><td>Year:</td><td>1982</td></tr></table>"	https://doi.org/10.1016/0378-8733(82)90030-2	-0.6978	-0.6164	1	7	18	0.4727	1982	18	0.4727
802	salzinger (1982)	"<table><tr><td>Authors:</td><td>salzinger, ll</td></tr><tr><td>Title:</td><td>the ties that bind - the effect of clustering on dyadic relationships</td></tr><tr><td>Source:</td><td>social networks, 4(2), 117-145</td></tr><tr><td>Year:</td><td>1982</td></tr></table>"	https://doi.org/10.1016/0378-8733(82)90029-6	-0.2693	-0.6111	21	4	18	0.4727	1982	18	0.4727
803	tubaro (2021b)	"<table><tr><td>Authors:</td><td>tubaro, paola; ryan, louise; casilli, antonio a.; d'angelo, alessio</td></tr><tr><td>Title:</td><td>social network analysis: new ethical approaches through collective reflexivity. introduction to the special issue of social networks</td></tr><tr><td>Source:</td><td>social networks, 67, 1-8</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.12.001	0.6035	-0.3678	9	12	17	1.5905	2021	17	1.5905
804	tan (2021)	"<table><tr><td>Authors:</td><td>tan, yee heng; reddy, srinivas k.</td></tr><tr><td>Title:</td><td>crowdfunding digital platforms: backer networks and their impact on project outcomes</td></tr><tr><td>Source:</td><td>social networks, 64, 158-172</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.09.005	0.0998	0.1635	9	8	17	1.5905	2021	17	1.5905
805	sciabolazza (2020)	"<table><tr><td>Authors:</td><td>sciabolazza, valerio leone; vacca, raffaele; mccarty, christopher</td></tr><tr><td>Title:</td><td>connecting the dots: implementing and evaluating a network intervention to foster scientific collaboration and productivity</td></tr><tr><td>Source:</td><td>social networks, 61, 181-195</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.11.003	-0.4088	0.0015	17	6	17	0.9867	2020	17	0.9867
806	falzon (2018)	"<table><tr><td>Authors:</td><td>falzon, lucia; quintane, eric; dunn, john; robins, garry</td></tr><tr><td>Title:</td><td>embedding time in positions: temporal measures of centrality for social network analysis</td></tr><tr><td>Source:</td><td>social networks, 54, 168-178</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.02.002	-0.3354	0.077	7	6	17	0.73	2018	17	0.73
807	bastos (2018)	"<table><tr><td>Authors:</td><td>bastos, marco; piccardi, carlo; levy, michael; mcroberts, neil; lubell, mark</td></tr><tr><td>Title:</td><td>core-periphery or decentralized? topological shifts of specialized information on twitter</td></tr><tr><td>Source:</td><td>social networks, 52, 282-293</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.09.006	-0.58	-0.3378	7	5	17	0.73	2018	17	0.73
808	boessen (2017)	"<table><tr><td>Authors:</td><td>boessen, adam; hipp, john r.; butts, carter t.; nagle, nicholas n.; smith, emily j.</td></tr><tr><td>Title:</td><td>social fabric and fear of crime: considering spatial location and time of day</td></tr><tr><td>Source:</td><td>social networks, 51, 60-72</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2016.12.001	0.1783	-0.1063	8	6	17	0.6417	2017	17	0.6417
809	baehr (2016)	"<table><tr><td>Authors:</td><td>baehr, sebastian; abraham, martin</td></tr><tr><td>Title:</td><td>the role of social capital in the job-related regional mobility decisions of unemployed individuals</td></tr><tr><td>Source:</td><td>social networks, 46, 44-59</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.socnet.2015.12.004	1.0278	0.3799	3	4	17	0.5707	2016	17	0.5707
810	owen-smith (2015)	"<table><tr><td>Authors:</td><td>owen-smith, jason; cotton-nessler, natalie c.; buhr, helena</td></tr><tr><td>Title:</td><td>network effects on organizational decision-making: blended social mechanisms and ipo withdrawal</td></tr><tr><td>Source:</td><td>social networks, 41, 1-17</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.11.004	0.5146	0.3839	24	1	17	0.4331	2015	17	0.4331
811	aitkin (2014)	"<table><tr><td>Authors:</td><td>aitkin, murray; vu, duy; francis, brian</td></tr><tr><td>Title:</td><td>statistical modelling of the group structure of social networks</td></tr><tr><td>Source:</td><td>social networks, 38, 74-87</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.socnet.2014.03.002	-0.7517	-0.0118	1	8	17	0.3452	2014	17	0.3452
812	raub (2013)	"<table><tr><td>Authors:</td><td>raub, werner; buskens, vincent; frey, vincenz</td></tr><tr><td>Title:</td><td>the rationality of social structure: cooperation in social dilemmas through investments in and returns on social capital</td></tr><tr><td>Source:</td><td>social networks, 35(4), 720-732</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.socnet.2013.05.006	0.2312	0.8748	3	4	17	0.3282	2013	17	0.3282
813	bauman (2007)	"<table><tr><td>Authors:</td><td>bauman, karl e.; faris, robert; ennett, susan t.; hussong, andrea; foshee, vangie a.</td></tr><tr><td>Title:</td><td>adding valued data to social network measures: does it add to associations with adolescent substance use?</td></tr><tr><td>Source:</td><td>social networks, 29(1), 1-10</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1016/j.socnet.2005.11.007	0.2012	0.8216	4	1	17	0.1505	2007	17	0.1505
814	adams (2006)	"<table><tr><td>Authors:</td><td>adams, alayne m.; madhavan, sangeetha; simon, dominique</td></tr><tr><td>Title:</td><td>measuring social networks cross-culturally</td></tr><tr><td>Source:</td><td>social networks, 28(4), 363-376</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.1016/j.socnet.2005.07.007	0.8936	-0.472	2	6	17	0.1628	2006	17	0.1628
815	falzon (2000)	"<table><tr><td>Authors:</td><td>falzon, l</td></tr><tr><td>Title:</td><td>determining groups from the clique structure in large social networks</td></tr><tr><td>Source:</td><td>social networks, 22(2), 159-172</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"	https://doi.org/10.1016/s0378-8733(00)00021-6	-0.7389	-0.0861	7	8	17	0.2019	2000	17	0.2019
816	adams (1998)	"<table><tr><td>Authors:</td><td>adams, rg; torr, r</td></tr><tr><td>Title:</td><td>factors underlying the structure of older adult friendship networks</td></tr><tr><td>Source:</td><td>social networks, 20(1), 51-61</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1016/s0378-8733(97)00004-x	0.4828	-0.3708	2	2	17	0.2836	1998	17	0.2836
817	blau (1993)	"<table><tr><td>Authors:</td><td>blau, pm</td></tr><tr><td>Title:</td><td>multilevel structural-analysis</td></tr><tr><td>Source:</td><td>social networks, 15(2), 201-215</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/10.1016/0378-8733(93)90005-6	0.3379	0.6282	22	2	17	0.3859	1993	17	0.3859
818	arabie (1990)	"<table><tr><td>Authors:</td><td>arabie, p; hubert, lj; schleutermann, s</td></tr><tr><td>Title:</td><td>blockmodels from the bond-energy approach</td></tr><tr><td>Source:</td><td>social networks, 12(2), 99-126</td></tr><tr><td>Year:</td><td>1990</td></tr></table>"	https://doi.org/10.1016/0378-8733(90)90001-p	-0.92	-0.6558	1	9	17	0.4485	1990	17	0.4485
819	harary (1981)	"<table><tr><td>Authors:</td><td>harary, f; batell, mf</td></tr><tr><td>Title:</td><td>what is a system</td></tr><tr><td>Source:</td><td>social networks, 3(1), 29-40</td></tr><tr><td>Year:</td><td>1981</td></tr></table>"	https://doi.org/10.1016/0378-8733(81)90003-4	-0.8271	-0.2631	23	1	17	0.5191	1981	17	0.5191
820	smith (2022a)	"<table><tr><td>Authors:</td><td>smith, matthew; sarabi, yasaman</td></tr><tr><td>Title:</td><td>how does the behaviour of the core differ from the periphery? - an international trade network analysis</td></tr><tr><td>Source:</td><td>social networks, 70, 1-15</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.socnet.2021.11.001	-0.741	0.1549	7	5	16	2.4192	2022	16	2.4192
821	burt (2021b)	"<table><tr><td>Authors:</td><td>burt, ronald s.; opper, sonja; zou, na</td></tr><tr><td>Title:</td><td>social network and family business: uncovering hybrid family firms</td></tr><tr><td>Source:</td><td>social networks, 65, 141-156</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.12.005	0.6088	-0.1406	9	2	16	1.4969	2021	16	1.4969
822	coutinho (2020)	"<table><tr><td>Authors:</td><td>coutinho, james a.; diviak, tomas; bright, david; koskinen, johan</td></tr><tr><td>Title:</td><td>multilevel determinants of collaboration between organised criminal groups</td></tr><tr><td>Source:</td><td>social networks, 63, 56-69</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.socnet.2020.04.002	-0.4995	0.4795	8	20	16	0.9287	2020	16	0.9287
823	stoltenberg (2019)	"<table><tr><td>Authors:</td><td>stoltenberg, daniela; maier, daniel; waldherr, annie</td></tr><tr><td>Title:</td><td>community detection in civil society online networks: theoretical guide and empirical assessment</td></tr><tr><td>Source:</td><td>social networks, 59, 120-133</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.socnet.2019.07.001	-0.303	0.4603	13	4	16	1.0801	2019	16	1.0801
824	basov (2018)	"<table><tr><td>Authors:</td><td>basov, nikita</td></tr><tr><td>Title:</td><td>socio-material network analysis: a mixed method study of five european artistic collectives</td></tr><tr><td>Source:</td><td>social networks, 54, 179-195</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.02.003	0.1288	0.1698	24	10	16	0.6871	2018	16	0.6871
825	fujimoto (2018)	"<table><tr><td>Authors:</td><td>fujimoto, kayo; cao, ming; kuhns, lisa m.; li, dennis; schneider, john a.</td></tr><tr><td>Title:</td><td>statistical adjustment of network degree in respondent-driven sampling estimators: venue attendance as a proxy for network size among young msm</td></tr><tr><td>Source:</td><td>social networks, 54, 118-131</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2018.01.003	-0.0974	-0.3821	9	6	16	0.6871	2018	16	0.6871
826	eveland (2018)	"<table><tr><td>Authors:</td><td>eveland, william p., jr.; appiah, osei; beck, paul a.</td></tr><tr><td>Title:</td><td>americans are more exposed to difference than we think: capturing hidden exposure to political and racial difference</td></tr><tr><td>Source:</td><td>social networks, 52, 192-200</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.08.002	0.9592	0.0043	3	7	16	0.6871	2018	16	0.6871
827	herz (2017)	"<table><tr><td>Authors:</td><td>herz, andreas; petermann, soeren</td></tr><tr><td>Title:</td><td>beyond interviewer effects in the standardized measurement of ego-centric networks</td></tr><tr><td>Source:</td><td>social networks, 50, 70-82</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.socnet.2017.01.003	1.0024	-0.5273	5	16	16	0.604	2017	16	0.604
